,year_make_model,price,condition,cylinders,drive,fuel,odometer,paint color,size,title status,transmission,type,url,VIN,make,model,year,generation
73,2014 RAM 1500,17999.0,excellent,,4wd,gas,133693,white,,clean,automatic,pickup,https://denver.craigslist.org/ctd/d/englewood-2014-ram-wd-crew-cab-1405-in/7590943936.html,1C6RR7LG5ES171313,RAM,1500,2014,4.5
105,2014 Honda Odyssey EX-L Wheelchair Van,35995.0,,6 cylinders,fwd,gas,88784,black,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2014-honda-odyssey-ex/7590856783.html,5FNRL5H60EB093406,HONDA,Odyssey,2014,4.5
305,2014 audi a4 2.0t,8995.0,excellent,4 cylinders,fwd,gas,102223,,,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/englewood-2014-audi-a4-20t-102k-miles/7590646900.html,WAUAFAFL8EN017128,AUDI,A4,2014,4.5
125,2014 Subaru Outback,11799.0,,4 cylinders,,gas,132251,white,,clean,automatic,wagon,https://denver.craigslist.org/ctd/d/aurora-2014-subaru-outback-limited-awd/7590861500.html,4S4BRBKC4E3220020,SUBARU,Outback,2014,4.5
185,Ford Transit Cargo Van,79900.0,,6 cylinders,rwd,,47,white,,clean,automatic,,https://denver.craigslist.org/ctd/d/denver-2022-ford-transit-cargo-van-xl/7590890103.html,1FTYE1C82NKA55850,FORD,Transit,2022,4.5
130,2014 Honda Odyssey EX-L Wheelchair Van,38995.0,,6 cylinders,fwd,gas,71679,black,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2014-honda-odyssey-ex/7590862068.html,5FNRL5H60EB033724,HONDA,Odyssey,2014,4.5
175,2018 Subaru Forester,18988.0,,4 cylinders,4wd,gas,108669,blue,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2018-subaru-forester-25i/7590887344.html,JF2SJAGC2JH551255,SUBARU,Forester,2018,4.5
250,2017 Subaru Forester,11950.0,excellent,,4wd,gas,47005,,,rebuilt,automatic,wagon,https://denver.craigslist.org/ctd/d/englewood-2017-subaru-forester-25i/7590701832.html,JF2SJAECXHH403304,SUBARU,Forester,2017,4.5
104,2014 Honda Odyssey Touring Elite Wheelchair Van,36995.0,,6 cylinders,fwd,gas,81292,grey,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2014-honda-odyssey-touring/7590856742.html,5FNRL5H91EB012732,HONDA,Odyssey,2014,4.5
225,2010 Ford Econoline Cargo Van,14998.0,good,8 cylinders,rwd,gas,155639,white,mid-size,clean,automatic,van,https://denver.craigslist.org/ctd/d/denver-2010-ford-econoline-cargo-van/7590841800.html,1FTNE1EW6ADA90999,FORD,E-150,2010,4.5
266,2017 Jeep Grand Cherokee,22988.0,,6 cylinders,4wd,gas,91915,red,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2017-jeep-grand-cherokee/7590642344.html,1C4RJFAG1HC739651,JEEP,Grand Cherokee,2017,4.75
218,2023 gmc yukon,75800.0,,,,gas,78,,,clean,automatic,,https://denver.craigslist.org/ctd/d/kiowa-2023-gmc-yukon-slt-no-dealer-fees/7590837839.html,1GKS2BKD6PR170131,GMC,Yukon,2023,5.0
53,2019 Subaru Forester Touring,31999.0,,4 cylinders,4wd,gas,18933,,,clean,manual,sedan,https://denver.craigslist.org/ctd/d/longmont-2019-subaru-forester-awd-all/7590938473.html,JF2SKAWC9KH405399,SUBARU,Forester,2019,5.0
380,2013 toyota 4runner sr5 4x4,26999.0,excellent,6 cylinders,4wd,gas,84659,grey,full-size,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/englewood-2013-toyota-4runner-sr5-4wd/7590267274.html,JTEBU5JR2D5128770,TOYOTA,4-Runner,2013,5.0
106,2019 toyota rav4 limited,38500.0,like new,4 cylinders,4wd,hybrid,24500,red,,clean,automatic,SUV,https://denver.craigslist.org/cto/d/denver-2019-toyota-hybrid-rav4-low-miles/7590857088.html,JTMDWRFV0KD509377,TOYOTA,RAV4,2019,5.0
461,2019 Hyundai Accent,15988.0,,4 cylinders,fwd,gas,56188,silver,,clean,other,sedan,https://denver.craigslist.org/ctd/d/denver-2019-hyundai-accent-fuel/7590297999.html,3KPC24A32KE080144,HYUNDAI,Accent,2019,5.0
201,2018 Jeep Cherokee Latitude,20999.0,,4 cylinders,4wd,gas,51736,,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/longmont-2018-jeep-cherokee-4x4-4wd/7590900034.html,1C4PJMCB6JD559756,JEEP,Cherokee,2018,5.0
216,2020 Subaru Forester Base awd,17499.0,excellent,4 cylinders,4wd,gas,113036,,,clean,automatic,wagon,https://denver.craigslist.org/ctd/d/denver-2020-subaru-foresterbelow-book/7590837342.html,JF2SKAAC0LH434220,SUBARU,Forester,2020,5.0
232,2020 Subaru Forester Base awd,17499.0,excellent,4 cylinders,4wd,gas,113036,,,clean,automatic,wagon,https://denver.craigslist.org/ctd/d/denver-2020-subaru-foresterclean/7590700050.html,JF2SKAAC0LH434220,SUBARU,Forester,2020,5.0
348,2014 Nissan Altima,12988.0,,4 cylinders,fwd,gas,102286,,,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/denver-2014-nissan-altima-25-sfuel/7590670304.html,1N4AL3AP8EC902674,NISSAN,Altima,2014,5.0
183,2017 Jeep Cherokee Limited,15999.0,,4 cylinders,4wd,gas,113079,,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/longmont-2017-jeep-cherokee-4x4-4wd/7590889348.html,1C4PJMDB6HW519951,JEEP,Cherokee,2017,5.0
208,2013 Chevrolet Camaro,,,6 cylinders,rwd,gas,88410,black,,clean,automatic,coupe,https://denver.craigslist.org/ctd/d/denver-2013-chevrolet-camaro-1lt/7590834735.html,2G1FB1E31D9200340,CHEVROLET,Camaro,2013,5.0
151,2011 Toyota 4Runner SR5 Premium,17990.0,excellent,6 cylinders,4wd,gas,219305,,,,automatic,other,https://denver.craigslist.org/ctd/d/denver-2011-toyota-4runner-sr5-premium/7590864431.html,JTEBU5JR4B5043314,TOYOTA,4-Runner,2011,5.0
78,2017 subaru impreza awd,12999.0,excellent,4 cylinders,4wd,gas,74241,white,mid-size,rebuilt,automatic,hatchback,https://denver.craigslist.org/ctd/d/denver-2017-subaru-impreza-awd/7590944257.html,4S3GTAA67H3707055,SUBARU,Impreza,2017,5.0
36,2014 FORD EXPLORER,13919.0,,,,gas,121421,,,clean,automatic,other,https://denver.craigslist.org/ctd/d/pueblo-2014-ford-explorer/7590927429.html,1FM5K8B82EGC40050,FORD,Explorer,2014,5.0
234,2017 subaru outback 2.5i premium awd,12999.0,excellent,4 cylinders,4wd,gas,164202,,,clean,automatic,wagon,https://denver.craigslist.org/ctd/d/denver-2017-subaru-outback-25i/7590700084.html,4S4BSAFC1H3364184,SUBARU,Outback,2017,5.0
90,2017 Dodge Grand Caravan SE Wheelchair Van,34995.0,,6 cylinders,fwd,other,46380,white,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2017-dodge-grand-caravan/7590854892.html,2C7WDGBG3HR828811,DODGE,Grand Caravan,2017,5.5
44,2020 Dodge Caravan,37500.0,excellent,6 cylinders,fwd,gas,72928,black,,clean,automatic,,https://denver.craigslist.org/ctd/d/wichita-free-shipping-carfax-warranty/7590932649.html,2C4RDGCG0LR153629,DODGE,Grand Caravan,2020,5.5
84,2018 Dodge Grand Caravan SXT Wheelchair Van,38995.0,,6 cylinders,fwd,other,55489,black,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2018-dodge-grand-caravan/7590854714.html,2C4RDGCG9JR299265,DODGE,Grand Caravan,2018,5.5
128,2016 Dodge Grand Caravan SXT Wheelchair Van,29995.0,,6 cylinders,fwd,other,77305,silver,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2016-dodge-grand-caravan/7590861998.html,2C4RDGCG3GR311080,DODGE,Grand Caravan,2016,5.5
138,2012 Dodge Grand Caravan Wheelchair Van,29995.0,,6 cylinders,fwd,other,32239,silver,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2012-dodge-grand-caravan/7590862265.html,2C4RDGDG5CR281301,DODGE,Grand Caravan,2012,5.5
102,2015 Dodge Grand Caravan Wheelchair Van,30995.0,,6 cylinders,fwd,other,75866,red,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2015-dodge-grand-caravan/7590856678.html,2C4RDGBG6FR606254,DODGE,Grand Caravan,2015,5.5
103,2015 Dodge Grand Caravan SXT Wheelchair Van,31995.0,,6 cylinders,fwd,other,53961,red,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2015-dodge-grand-caravan/7590856720.html,2C4RDGCG2FR623633,DODGE,Grand Caravan,2015,5.5
85,2018 Dodge Grand Caravan SE Wheelchair Van,31995.0,,6 cylinders,fwd,other,75060,silver,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2018-dodge-grand-caravan/7590854736.html,2C4RDGBG1JR225159,DODGE,Grand Caravan,2018,5.5
87,2018 Dodge Grand Caravan GT Wheelchair van,31995.0,,6 cylinders,fwd,other,59003,,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2018-dodge-grand-caravan/7590854796.html,2C4RDGEG6JR195541,DODGE,Grand Caravan,2018,5.5
82,2019 Dodge Grand Caravan SE Wheelchair Van,33995.0,,6 cylinders,fwd,other,68148,white,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2019-dodge-grand-caravan/7590854657.html,2C4RDGBG1KR742124,DODGE,Grand Caravan,2019,5.5
86,2018 Dodge Grand Caravan SE Wheelchair Van,33995.0,,6 cylinders,fwd,other,80839,,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2018-dodge-grand-caravan/7590854765.html,2C7WDGBG6JR143479,DODGE,Grand Caravan,2018,5.5
96,2016 Dodge Grand Caravan SXT Wheelchair Van,29995.0,,6 cylinders,fwd,other,77305,silver,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2016-dodge-grand-caravan/7590855953.html,2C4RDGCG3GR311080,DODGE,Grand Caravan,2016,5.5
97,2015 Dodge Grand Caravan Wheelchair Van,34995.0,,6 cylinders,fwd,other,45556,black,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2015-dodge-grand-caravan/7590855999.html,2C4RDGBG3FR600282,DODGE,Grand Caravan,2015,5.5
93,2017 Dodge Grand Caravan SE Wheelchair Van,34995.0,,6 cylinders,fwd,other,55879,white,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2017-dodge-grand-caravan/7590855863.html,2C7WDGBG3HR838500,DODGE,Grand Caravan,2017,5.5
101,2015 Dodge Grand Caravan Wheelchair Van,34995.0,,6 cylinders,fwd,other,45556,black,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2015-dodge-grand-caravan/7590856663.html,2C4RDGBG3FR600282,DODGE,Grand Caravan,2015,5.5
91,2017 Dodge Grand Caravan SE Wheelchair Van,34995.0,,6 cylinders,fwd,other,55879,white,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2017-dodge-grand-caravan/7590854923.html,2C7WDGBG3HR838500,DODGE,Grand Caravan,2017,5.5
215,2017 Nissan Altima,14999.0,,4 cylinders,fwd,gas,86655,grey,mid-size,clean,other,sedan,https://denver.craigslist.org/ctd/d/longmont-2017-nissan-altima-25-sl-extra/7590837157.html,1N4AL3AP8HC249056,NISSAN,Altima,2017,5.5
134,2013 Dodge Grand Caravan Wheelchair Van,23995.0,,6 cylinders,fwd,gas,93179,black,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2013-dodge-grand-caravan/7590862171.html,2C4RDGBG1DR661529,DODGE,Grand Caravan,2013,5.5
131,2014 Dodge Grand Caravan SE Wheelchair Van,29995.0,,6 cylinders,fwd,other,66862,silver,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2014-dodge-grand-caravan/7590862087.html,2C4RDGBG7ER140364,DODGE,Grand Caravan,2014,5.5
251,2020 Subaru Impreza,12950.0,excellent,,4wd,gas,32043,white,,rebuilt,automatic,wagon,https://denver.craigslist.org/ctd/d/englewood-2020-subaru-impreza-base-awd/7590701858.html,4S3GTAB60L3714355,SUBARU,Impreza,2020,5.5
335,2010 HYUNDAI SONATA,7995.0,,,,other,124698,silver,full-size,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/denver-2010-hyundai-sonata-gls/7590659778.html,5NPET4AC5AH590679,HYUNDAI,Sonata,2010,5.5
392,2019 subaru outback awd wagon,19000.0,excellent,4 cylinders,4wd,gas,37560,grey,mid-size,rebuilt,automatic,wagon,https://denver.craigslist.org/ctd/d/denver-2019-subaru-outback-25i-awd/7590272563.html,4S4BSABC7K3286362,SUBARU,Outback,2019,5.5
140,2012 Dodge Grand Caravan SE Wheelchair Van,28995.0,,6 cylinders,fwd,other,53373,silver,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2012-dodge-grand-caravan/7590862329.html,2C4RDGBG4CR369856,DODGE,Grand Caravan,2012,5.5
135,2013 Dodge Grand Caravan Wheelchair Van,24995.0,,6 cylinders,fwd,gas,73577,white,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2013-dodge-grand-caravan/7590862205.html,2C4RDGBG1DR628398,DODGE,Grand Caravan,2013,5.5
133,2013 Dodge Grand Caravan Wheelchair Van,24995.0,,6 cylinders,fwd,gas,82158,,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2013-dodge-grand-caravan/7590862136.html,2C4RDGBG9DR696027,DODGE,Grand Caravan,2013,5.5
369,2011 DODGE GRAND CARAVAN MAINSTREET,28900.0,,,,gas,71458,,,clean,automatic,,https://denver.craigslist.org/ctd/d/irving-dodge-grand-caravan-mobility/7590696680.html,2D4RN3DG7BR639327,DODGE,Grand Caravan,2011,5.5
139,2012 Dodge Grand Caravan SXT Wheelchair Van,27995.0,,6 cylinders,fwd,other,58783,grey,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2012-dodge-grand-caravan/7590862309.html,2C4RDGCG0CR178773,DODGE,Grand Caravan,2012,5.5
365,2018 Subaru Outback,19995.0,,4 cylinders,,gas,31033,,,rebuilt,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2018-subaru-outback/7590695406.html,4S4BSACC0J3353140,SUBARU,Outback,2018,5.5
137,2013 Dodge Grand Caravan SE Wheelchair Van,26995.0,,6 cylinders,fwd,gas,74939,blue,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2013-dodge-grand-caravan/7590862233.html,2C4RDGBG6DR800683,DODGE,Grand Caravan,2013,5.5
99,2016 Dodge Grand Caravan SXT Wheelchair Van,29995.0,,6 cylinders,fwd,other,77305,silver,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2016-dodge-grand-caravan/7590856627.html,2C4RDGCG3GR311080,DODGE,Grand Caravan,2016,5.5
442,2012 FORD FIESTA,7500.0,,,,gas,66680,white,sub-compact,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/denver-2012-ford-fiesta-se-4dr-sedan/7590294263.html,3FADP4BJXCM102925,FORD,Fiesta,2012,6.0
271,2012 volkswagen jetta gli,5995.0,excellent,4 cylinders,,gas,126013,,,clean,manual,sedan,https://denver.craigslist.org/ctd/d/englewood-2013-volkswagen-jetta-gli/7590642854.html,3VW567AJ5DM270670,VOLKSWAGEN,Jetta,2013,6.0
283,2015 volkswagen jetta tdi,7995.0,excellent,4 cylinders,fwd,diesel,149223,,,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/englewood-2015-volkswagen-jetta-tdi/7590645420.html,3VWLA7AJ6FM239209,VOLKSWAGEN,Jetta,2015,6.5
50,2019 Subaru Legacy,22988.0,,4 cylinders,4wd,gas,71014,,,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/denver-2019-subaru-legacy-awdone-owner/7590933750.html,4S3BNAB67K3038568,SUBARU,Legacy,2019,6.5
172,2018 Hyundai Sonata,15988.0,,4 cylinders,fwd,gas,93026,black,,clean,other,sedan,https://denver.craigslist.org/ctd/d/denver-2018-hyundai-sonata/7590887021.html,5NPE34AF3JH642983,HYUNDAI,Sonata,2018,7.5
289,2017 nissan sentra sv,8995.0,excellent,4 cylinders,fwd,gas,109223,,,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/englewood-2017-nissan-sentra-sv-109k/7590646128.html,3N1AB7AP6HY347064,NISSAN,Sentra,2017,7.5
454,2022 nissan sentra sv,21300.0,like new,4 cylinders,fwd,gas,28000,red,compact,clean,automatic,sedan,https://denver.craigslist.org/cto/d/denver-2022-nissan-sentra-sv/7590294836.html,3N1AB8CV0NY248009,NISSAN,Sentra,2022,8.0
278,2008 honda accord ex v6,8495.0,,6 cylinders,fwd,gas,151692,silver,,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/broomfield-2008-honda-accord-ex-v6/7590644040.html,1HGCP36778A006707,HONDA,Accord,2008,8.0
310,2007 Honda Civic EX,4995.0,,4 cylinders,fwd,gas,188711,blue,,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/denver-2007hondacivicex188k-milessunroof/7590647021.html,1HGFA16887L089630,HONDA,Civic,2007,8.0
9,2010 Honda Accord,13999.0,,4 cylinders,fwd,gas,89299,,,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/denver-2010-honda-accord-lx-sedan-4d/7590909935.html,1HGCP2F32AA082252,HONDA,Accord,2010,8.0
158,1998 GMC Suburban K1500,8999.0,,8 cylinders,4wd,gas,146750,,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/longmont-1998-gmc-suburban-4x4-4wd/7590867886.html,1GKFK16R0WJ732653,GMC,Suburban,1998,8.0
427,2009 HONDA CIVIC,8999.0,,,,gas,112685,silver,,clean,automatic,coupe,https://denver.craigslist.org/ctd/d/denver-2009-honda-civic-lx-2dr-coupe-5a/7590293610.html,2HGFG12699H522049,HONDA,Civic,2009,8.5
25,2015 Honda Civic EX-L,14999.0,,4 cylinders,fwd,gas,109408,,,clean,automatic,coupe,https://denver.craigslist.org/ctd/d/longmont-2015-honda-civic-ex-coupe/7590920728.html,2HGFG3B0XFH523875,HONDA,Civic,2015,9.5
7,2006 Buick Lucerne CX,5988.0,excellent,6 cylinders,,gas,143023,,,,automatic,sedan,https://denver.craigslist.org/ctd/d/denver-2006-buick-lucerne-cx-buy-here/7590909783.html,1G4HP57256U166904,BUICK,Lucerne,2006,NO_MATCH
434,2007 MINI COOPER,5999.0,,,,gas,116185,,sub-compact,clean,manual,hatchback,https://denver.craigslist.org/ctd/d/denver-2007-mini-cooper-base-2dr/7590293907.html,WMWMF33597TU61843,MINI,Cooper,2007,NO_MATCH
342,2020 GMC sierra 1500 AT4,65000.0,excellent,8 cylinders,4wd,gas,59100,black,full-size,lien,automatic,pickup,https://denver.craigslist.org/cto/d/franktown-2020-gmc-sierra-1500-at4/7590667476.html,3GTP9EEL3LG178974,GMC,Sierra,2020,NO_MATCH
18,2013 Cadillac XTS Premium,306.0,excellent,6 cylinders,4wd,gas,104908,,,,automatic,other,https://denver.craigslist.org/ctd/d/denver-2013-cadillac-xts-premium/7590912724.html,2G61T5S31D9242892,CADILLAC,XTS,2013,NO_MATCH
452,2004 BMW 325CI,9999.0,,,,gas,125165,blue,sub-compact,clean,automatic,coupe,https://denver.craigslist.org/ctd/d/denver-2004-bmw-series-325ci-2dr-coupe/7590294760.html,WBABV13464JT20712,BMW,325Ci,2004,NO_MATCH
391,2019 Porsche 911,99950.0,,6 cylinders,rwd,gas,6505,black,,clean,automatic,other,https://denver.craigslist.org/ctd/d/miami-2019-porsche-call-now/7590271957.html,WP0AF2A92KS164420,PORSCHE,911,2019,NO_MATCH
35,2001 toyota camry,2000.0,good,4 cylinders,fwd,gas,177849,green,full-size,clean,manual,sedan,https://denver.craigslist.org/cto/d/parker-2001-toyota-camry/7590927399.html,4T1BG22K31U783786,TOYOTA,Camry,2001,NO_MATCH
17,2015 Tesla Model S P85D,39999.0,excellent,other,4wd,electric,110921,,,clean,automatic,hatchback,https://denver.craigslist.org/ctd/d/littleton-2015-tesla-model-p85d-85-p-85/7590912710.html,5YJSA1H41FF085525,TESLA,Model S,2015,NO_MATCH
301,2008 mini cooper,5995.0,excellent,4 cylinders,fwd,gas,86223,,,clean,manual,,https://denver.craigslist.org/ctd/d/englewood-2008-mini-cooper-speed-manual/7590646778.html,WMWMF33548TU66787,MINI,Cooper,2008,NO_MATCH
439,1998 BMW 318I,7999.0,,,,gas,126570,silver,sub-compact,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/denver-1998-bmw-series-318i-4dr-sedan/7590294110.html,WBACC0327WEK27163,BMW,318i,1998,NO_MATCH
217,GMC Sierra 3500HD,82900.0,,8 cylinders,4wd,diesel,9365,silver,,clean,automatic,pickup,https://denver.craigslist.org/ctd/d/american-fork-2022-gmc-sierra-3500hd/7590837810.html,1GT49WEY1NF260680,GMC,Sierra HD,2022,NO_MATCH
6,2007 hyundai tucson,5500.0,good,6 cylinders,4wd,gas,159825,blue,mid-size,clean,automatic,SUV,https://denver.craigslist.org/cto/d/denver-2007-hyundai-tucson/7590908168.html,KM8JN72DX7U607052,HYUNDAI,Tucson,2007,NO_MATCH
149,2015 GMC Sierra 2500HD,45900.0,,8 cylinders,4wd,diesel,126228,white,,clean,automatic,pickup,https://denver.craigslist.org/ctd/d/american-fork-2015-gmc-sierra-2500hd/7590864370.html,1GT12ZE85FF553332,GMC,Sierra,2015,NO_MATCH
30,2009 toyota matrix awd,5950.0,good,4 cylinders,4wd,gas,169096,,,clean,automatic,,https://denver.craigslist.org/cto/d/denver-2009-toyota-matrix-awd-new/7590925479.html,2T1LE40E59C003772,TOYOTA,Corolla Matrix,2009,NO_MATCH
450,1995 BUICK RIVIERA,7999.0,,,,gas,115510,,,clean,automatic,coupe,https://denver.craigslist.org/ctd/d/denver-1995-buick-riviera-supercharged/7590294638.html,1G4GD2211S4710018,BUICK,Riviera,1995,NO_MATCH
302,2011 BMW 335i xDrive,9995.0,,6 cylinders,4wd,gas,113018,silver,,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/denver-turboall-wheel-drive2011bmw335i/7590646798.html,WBAPL5C54BA917883,BMW,335i,2011,NO_MATCH
272,2008 bmw 135i,7995.0,excellent,6 cylinders,,gas,137223,,,clean,automatic,coupe,https://denver.craigslist.org/ctd/d/englewood-2008-bmw-135i-137k-miles/7590643011.html,WBAUC73558VF24283,BMW,135i,2008,NO_MATCH
79,2011 Jeep Wrangler,14999.0,excellent,,4wd,gas,115473,silver,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/englewood-2011-jeep-wrangler-sport-4wd/7590944305.html,1J4AA2D14BL544819,JEEP,Wrangler,2011,NO_MATCH
445,1995 BMW 740LI,12999.0,,,,gas,97300,,,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/denver-1995-bmw-series-740il-4dr-sedan/7590294422.html,WBAGJ6323SDH35904,BMW,740Li,1995,NO_MATCH
59,2017 VW Golf Alltrack,23950.0,like new,4 cylinders,4wd,gas,56300,white,mid-size,clean,automatic,,https://denver.craigslist.org/ctd/d/englewood-2017-volkswagen-golf-alltrack/7590942136.html,3VWH17AU1HM524337,VOLKSWAGEN,Golf Alltrack,2017,NO_MATCH
398,2008 gmc sierra 3500hd,24999.0,like new,8 cylinders,4wd,diesel,240000,,,clean,automatic,truck,https://denver.craigslist.org/ctd/d/kimmswick-2008-gmc-x4-duramax-diesel/7590276752.html,1GTHK33688F135976,GMC,Sierra,2008,NO_MATCH
62,2015 Chevrolet Silverado 1500,24999.0,excellent,,4wd,gas,103407,white,,clean,automatic,pickup,https://denver.craigslist.org/ctd/d/englewood-2015-chevrolet-silverado-wd/7590942919.html,3GCUKREC6FG125978,CHEVROLET,Silverado,2015,NO_MATCH
63,2017 Ford Expedition EL,22999.0,excellent,,4wd,gas,157995,,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/englewood-2017-ford-expedition-el/7590943019.html,1FMJK2AT1HEA18732,FORD,Expedition EL,2017,NO_MATCH
77,2015 GMC Sierra 2500HD,25999.0,excellent,,4wd,gas,154480,white,,clean,automatic,pickup,https://denver.craigslist.org/ctd/d/englewood-2015-gmc-sierra-2500hd-base/7590944245.html,1GT12XEG6FF150584,GMC,Sierra,2015,NO_MATCH
173,2019 GMC Sierra 1500 Crew Cab,22950.0,,8 cylinders,4wd,gas,68799,black,,clean,automatic,pickup,https://denver.craigslist.org/ctd/d/miami-2019-gmc-sierra-1500-crew-cab/7590887054.html,1GTU9BED5KZ305927,GMC,Sierra,2019,NO_MATCH
162,2015 VPG MV-1,21900.0,,6 cylinders,,,126491,silver,,clean,automatic,,https://denver.craigslist.org/ctd/d/denver-2015-vpg-mv-dx-silver/7590877228.html,57WMD2C6XFM100248,AM GENERAL,MV-1,2015,NO_MATCH
72,2014 Chevrolet Silverado 1500,26999.0,excellent,,4wd,gas,103141,black,,clean,automatic,pickup,https://denver.craigslist.org/ctd/d/englewood-2014-chevrolet-silverado-lz/7590943860.html,3GCUKSEC5EG196904,CHEVROLET,Silverado,2014,NO_MATCH
81,2013 Audi S4,20950.0,excellent,6 cylinders,4wd,gas,97873,silver,mid-size,clean,automatic,sedan,https://denver.craigslist.org/cto/d/castle-rock-2013-audi-s4/7590944787.html,WAUBGAFL4DA041868,AUDI,S4,2013,NO_MATCH
27,2011 Jeep Wrangler Sahara,19999.0,excellent,6 cylinders,4wd,gas,128254,black,full-size,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2011-jeep-wrangler-sahara-4wd/7590922365.html,1J4AA5D18BL515728,JEEP,Wrangler,2011,NO_MATCH
176,2020 Chevrolet Silverado 1500 Crew Cab,19950.0,,4 cylinders,,gas,61470,white,,salvage,automatic,pickup,https://denver.craigslist.org/ctd/d/miami-2020-chevrolet-silverado-1500/7590887392.html,3GCPWCEK0LG304891,CHEVROLET,Silverado,2020,NO_MATCH
331,2018 BMW 4 Series,28988.0,,4 cylinders,4wd,gas,79579,,,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/denver-2018-bmw-series-430i-xdriveawdm/7590658377.html,WBA4J3C5XJBG97058,BMW,430i,2018,NO_MATCH
170,2012 GMC SIERRA 2500HD,10895.0,,,,gas,259000,,,clean,automatic,,https://denver.craigslist.org/ctd/d/lincoln-2012-gmc-sierra-2500hd-crew-cab/7590883865.html,1GT120CG8CF142685,GMC,Sierra,2012,NO_MATCH
49,2020 Kia Sorento,29863.0,,6 cylinders,4wd,gas,16297,blue,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/longmont-2020-kia-sorento-v6-awd-only/7590933544.html,5XYPGDA57LG697449,KIA,Sorento,2020,NO_MATCH
64,2016 Hyundai Tucson,17999.0,excellent,,4wd,gas,85646,black,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/englewood-2016-hyundai-tucson-eco-awd/7590943140.html,KM8J3CA27GU249942,HYUNDAI,Tucson,2016,NO_MATCH
11,2019 Kia Soul,16988.0,,4 cylinders,fwd,gas,64599,grey,,clean,automatic,wagon,https://denver.craigslist.org/ctd/d/denver-2019-kia-soul-fuel-economy/7590910151.html,KNDJN2A28K7673341,KIA,Soul,2019,NO_MATCH
