,year_make_model,price,condition,cylinders,drive,fuel,odometer,paint color,size,title status,transmission,type,url,VIN,make,model,year,generation
74,2014 Chevrolet Suburban,15999.0,excellent,,4wd,gas,181662,silver,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/englewood-2014-chevrolet-suburban-4wd/7590944013.html,1GNSKJE70ER124066,CHEVROLET,Suburban,2014,NO_MATCH
261,1976 Ford F-250 HIGHBOY 4X4,31995.0,excellent,8 cylinders,4wd,gas,92000,,,clean,manual,pickup,https://denver.craigslist.org/ctd/d/san-luis-obispo-1976-ford-250-highboy/7590641150.html,F26YRA80859,,,,NO_MATCH
61,2018 Chevrolet Silverado 1500,31999.0,excellent,,4wd,gas,112345,black,,clean,automatic,pickup,https://denver.craigslist.org/ctd/d/englewood-2018-chevrolet-silverado-1500/7590942836.html,3GCUKSEC8JG327396,CHEVROLET,Silverado,2018,NO_MATCH
437,2008 BMW 335I,15999.0,,,,gas,74900,silver,compact,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/denver-2008-bmw-series-335i-4dr-sedan/7590294016.html,WBAVB73518VH24519,BMW,335i,2008,NO_MATCH
66,2015 Chevrolet Silverado 1500,23999.0,excellent,,4wd,gas,143797,black,,clean,automatic,pickup,https://denver.craigslist.org/ctd/d/englewood-2015-chevrolet-silverado-wd/7590943356.html,3GCUKREC8FG515108,CHEVROLET,Silverado,2015,NO_MATCH
68,2018 GMC Sierra 1500,34999.0,excellent,,4wd,gas,128809,black,,clean,automatic,pickup,https://denver.craigslist.org/ctd/d/englewood-2018-gmc-sierra-1500-denali/7590943560.html,3GTU2PEC1JG358535,GMC,Sierra,2018,NO_MATCH
187,2011 CHEVY SILVERADO 2500HD CREW CAB,14995.0,,,,gas,183000,,,clean,automatic,,https://denver.craigslist.org/ctd/d/lincoln-2011-chevy-silverado-2500hd/7590890756.html,1GC1KYEG4BF161566,CHEVROLET,Silverado,2011,NO_MATCH
75,2013 Chevrolet Suburban,13999.0,excellent,,4wd,gas,174742,black,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/englewood-2013-chevrolet-suburban-ltz/7590944075.html,1GNSKJE78DR118529,CHEVROLET,Suburban,2013,NO_MATCH
447,2008 BMW 335I,13999.0,,,,gas,43100,silver,compact,clean,automatic,convertible,https://denver.craigslist.org/ctd/d/denver-2008-bmw-series-335i-2dr/7590294501.html,WBAWL73598PX54192,BMW,335i,2008,NO_MATCH
177,2013 ford mustang boss 302,36988.0,excellent,8 cylinders,rwd,gas,39299,blue,,salvage,manual,,https://denver.craigslist.org/ctd/d/denver-2013-ford-mustang-boss-302/7590887754.html,1ZVBP8CU0D5227115,FORD,Mustang,2013,NO_MATCH
47,2007 Cadillac Escalade EXT,18963.0,,8 cylinders,4wd,gas,110047,black,,clean,automatic,truck,https://denver.craigslist.org/ctd/d/longmont-2007-cadillac-escalade-ext-low/7590933319.html,3GYFK62807G193728,CADILLAC,Escalade,2007,NO_MATCH
268,2003 GMC Sierra 2500HD SLE,247.0,excellent,8 cylinders,,diesel,254420,,,,other,truck,https://denver.craigslist.org/ctd/d/denver-2003-gmc-sierra-2500hd-2500-hd/7590642537.html,1GTHC23183F252753,GMC,Sierra,2003,NO_MATCH
